ASN,Organization
262468,ATEL TELECOM
262470,Pontenet Teleinformática
262473,Samissa Telecom
262474,ALTERNA TELECOMUNICACOES E CONECTIVIDADE
262476,BRCENTRAL TELECOM
262481,NEOREDE TELECOMUNICAO LTDA
262494,VIRTEX TELECOM
262496,Clonix Telecom
262499,TMC Tecnologia em Telecomunicações
262503,WIKI TELECOMUNICAÇÕES
262504,Nova Rede de Telecomunicações Ltda
262505,N4 Telecomunicacoes LTDA ME
262506,ASERNET TELECOM
262509,CONEXAO - TELECOM. E INTERNET LTDA
262514,Blink Telecom AS262514
262517,NIQTURBO PIMENTEL E MOREIRA
262521,pgf telecomunicacoes
262527,MTCASEMOD COMERCIO DE PROD. DE INFOR. E SERV.
262531,Connection Multimidia Telecomunicacoes LTDA
262535,Flash Net Brasil Telecom
262551,Farol Telecom
262557,VIA SUL TELECOMUNICAÇOES
262567,TELECOM FOZ
262585,Virtual Housing Telecom
262588,EXPLORERNET INFOLINK TECNOLOGIA E TELECOMUNICACOES
262590,NETONLINE
262595,OnNet Telecomunicacoes
262600,ASE TELECOMUNICAÇÕES LTDA ME
262604,Click.com telecomunicações
262605,LVT Telecom
262606,MICROTELL (MELL)
262617,UWBR VOX Telecomunicações
262620,Pox Network Telecomunicacoes
262632,Grajaunet Telecomunicacoes
262642,NETCELL TELECOM
262645,BrasilNET Telecomunicações do Paraná
262648,BRAVA TELECOMUNICACOES PONTES E LACERDA
262659,ULTRAWAVE TELECOM EIRELI
262661,Linknet
262663,METROFLEX
262669,Konnet Telecom
262674,Conquest Telecomunicações
262689,ATENTO TELECOM
262693,WCOM COM E SERV TELECOM LTDA
262706,Ultranet Telecomunicações
262713,LIDERI TELECOM
262720,Melo Telecomunicações
262729,Telemidia Sistemas de Telecomunicação
262739,NDC Telecomunicaes Ltda.
262740,VELOO NET LTDA
262744,ICEnet Telecomunicações (Totalvia Internet)
262753,VOCE TELECOM
262755,AONET TELECOM
262756,Portal Medianeira Informática
262760,76 TELECOMUNICAÇÃO
262761,Sinal BR Telecom
262762,Teleperformance CRM S.A
262769,AVANZA TELECOM LTDA
262773,PROXXIMA TELECOMUNICAÇÕES
262777,Neolink Telecom
262805,Rede Minas Telecom
262807,Redfox Telecomunicações
262808,Brasilnet Telecomunicações
262809,Talklink Telecom
262820,Ola Telecomunicações Ltda
262834,Rede Conesul Telecomunicações LTDA
262837,Raptor Servicos de Telecomunicacoes LTDA
262839,Yawl Telecom
262851,Plim Telecom
262869,G1Telecom Provedor de Internet
262873,VETT - VIA EXPRESS TECNOLOGIA E TELECOMUNICACOES
262888,Lprint Telecomunicação e Engenharia
262893,P4 TELECOM LTDA
262898,jm telecomunicação e man.
262899,RT NICOLAU TELECOMUNICAÇÃO - ME
262903,Tubaron Telecom
262909,JK TELECOMUNICACOES
262937,StarByte Telecom
262945,Golden Line Telecom
262972,INFO SETE TELECOMUNICACOES LTDA
262973,Max Telecomunicacoes Ltda
262977,ADSNET TELECOM LTDA ME
262979,LINE-TELECOM
262988,Pombonet Telecomunicações
262989,Click Net Brasil Telecom
262993,CNX TELECOMUNICACOES LTDA
262996,MINAS TELECOMUNICACOES E INFORMATICA
262999,IVI TECNOLOGIA E COMUNICAO LTDA
263003,VIPNET TELECOMUNICAO E INFORMATICA
263006,Interone Telecom Ltda
263008,UNI TELECOMUNICACOES
263009,FORTE TELECOM LTDA.
263011,6P Telecom Ltda
263018,Alvo Telecom
263019,QUICKNET TELECOM LTDA EPP
263027,RAMNET TELECOM
263033,LINKLI TELECOMUNICAÇÕES LTDA
263035,PORTAL QUEOPS TELECOMUNICAÇÕES E SERVIÇOS
263040,HYPER TELECOM
263049,NIPPONTEC TELECOMUNICACOES
263055,Pinhais Net Telecom
263073,DTEL
263080,GTi Telecomunicacoes S/A
263086,PBNET Telecom
263096,Inorpel Telecom
263098,Eyes Nwhere Sistemas Inteligentes de Imagem
263099,STIW Sistema de Telecom. Inf e Wireless
263106,VERDENET TELECOMUNICAÇÕES
263108,OPANET TELECOMUNICACOES LTDA - ME
263110,Exon Technology / Pignet
263116,ASN263116
263119,BKup Ti e Telecom
263121,Atende Telecom LTDA
263124,ZAP TELECOMUNICAÇÕES
263135,NOVA PORTONET TELECOMUNICAES LTDA ME
263144,R2 TECNOLOGIA E TELECOMUNICACOES LTDA - ME
263146,F A VIEIRA DE SOUZA SERVICOS
263151,CONECT TELECOM
263152,Migo Telecom
263155,O L I Telecomunicações
263159,BRASTURBO TELECOMUNICAÇÕES
263162,Sustenta Telecom
263165,Marvitel Telecomunicações Ltda - ME
263181,Cooperativa Telefonica Grand Bourg
263196,Infosport
263210,HV TELEVISION
263218,INTERNET TELECOMUNICATION COMPANY DE GUATEMALA
263223,SATELITES Y TELECOMUNICACIONES C.A
263224,EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA
263243,BRIDGE TELECOM
263250,Barbosa & Costa
263260,ICONECT TELECOMUNICACOES INTERNET E SERVICOS LTDA
263276,BBG Telecom
263281,CBR TELECOM
263284,MAXXIMO INFORMATICA E TELECOMUNICACAO LTDA
263285,Tiago Silva Provedores ME
263291,SAVNET TELECOMUNICAÇÕES LTDA
263292,L E M TELECOMUNICAÇÕES
263294,NOVELTY TELECOM LTDA
263297,RENOVARE TELECOM
263302,TORPEDOLINK TELECOM
263327,Online
263329,FIBERCOM Telecomunicações
263345,Power Tech
263411,ONIX TELECOM
263415,EGR NET TELECOMUNICACOES LTDA
263422,AXXESS TELECOMUNICAÇÕES
263432,CORPORATIVA TELECOMUNICACOES
263436,POLLYNET TELECOM EIRELI
263453,INOVANET TELECOM
263455,LEV Telecom
263456,MKNETWORK TELECOM
263462,SPEED PLANET TELECOMUNICAÇÕES LTDA - ME
263466,M.P. TELECOM
263468,Rapnet Telecom
263473,Networld Telecom
263495,INFOSERVIC INFORMATICA TELECOMUNICAÇÃO
263499,Telecom Internet
263500,BIGLINE TECNOLOGIA
263501,INFORTECLINE TELECOM
263506,Gb Online Telecomunicações ltda.
263508,SIMNET TELECOM
263516,Plis Inteligência em Tecnologia Ltda.
263520,VOA TELECOMUNICACOES LTDA
263532,VIAR TELECOMUNICAÇÕES LTDA
263544,Várzea Net Telecomunicações
263546,TURBONETT TELECOMUNICACOES
263558,Jet Telecom
263566,RONDON TELECOM
263569,Direct WiFi Telecom
263579,iSUPER Telecom
263589,MGP TELECOM
263594,MAXXITEL INFORMATICA E TELECOM LTDA
263596,GRV TELECOM
263603,ATHENA TELECOMUNICACAO LTDA
263608,WSNET TELECOM
263611,Zum Telecom LTDA-ME
263612,Ip Carrier Telecom
263616,Dez Solucoes em Telecomunicacoes
263623,GX Telecomunicacoes (GOX)
263626,G-LAB TELECOM INFORMATICA
263629,ALLREDE TELECOM (MASTER)
263631,Via Link Telecomunicações
263634,TACNET TELECOM
263636,CALLNET TELECOM
263637,DIGITAL TECNOLOGIA & TELECOMUNICACAO
263641,TCF Telecomunicações Campo Florido
263645,FIXTELL TELECOM
263650,Clicfacil Telecom
263656,BRSULNET TELECOM LTDA
263661,BRASIL DIGITAL TELECOM
263672,Consult Telecom Provedor LTDA ME
263689,Telecable Central
263698,TRANSDATELECOM
263717,SOL TELECOMUNICACIONES
263775,Intelisis
263783,Telefonica Moviles El Salvador
263791,REFSA TELECOMUNICACIONES
263834,GESATEL
263846,Planeta Cyber Telecomunicações
263864,ClicRapido Telecom
263866,RADIONET TELECOM LTDA
263868,BMFLEX Telecom Eireli - ME
263880,WANTEL TECNOLOGIA
263888,FIUZA INFORMÁTICA & TELECOMUNICAÇÃO LTDA ME
263891,Turbonet Info e Telecom
263903,INFORBARRA TELECOM
263905,New Group Telecom
263944,FiberNet Telecomunicacoes
263950,TVANET TELECOM LTDA
263952,CONNECT TELECOM
263959,FLEXTEL NETWORK
263960,speed telecom
263966,WORLD WIFI TELECOMUNICAÇÕES
263968,RAFAEL FARIA FERRAZ ME
263980,G3 Telecom EIRELI
263985,DZ7 Telecomunicacoes Ltda
263992,Rosimeire Pereira Souza Gomes ME
264002,MVA Telecom
264010,Polli Telecom
264013,CONNECTA TELECOM INTERNET
264023,SE77E TELECOM
264030,FIBERTELECOM
264049,TELECOMUNICACOES ALARCAO E FERNANDES LTDA - ME
264069,Conecttiva Telecom
264071,HOPNET TELECOM
264075,K1 Telecom e Multimidia
264100,RIO CABLE TELECOM
264104,ZINE TELECOMUNICAÇÕES PROVEDOR LTDA
264106,Andrade & Landim Telecomunicações
264110,Econect Itapevi Telecomunicações ltda
264111,RedeBr Telecom
264117,Fibramais Telecom Ltda
264125,UN TELECOMUNICACOES
264127,Emitel Internet
264129,Flip Networks
264144,ASAP GLOBAL TELECOM LTDA
264150,Gigaflex internet servicos de tel
264169,WNP PROGRESSO E SERV DE TELECOMUNICACAO
264191,Temais Telecom
264193,MASTER TELECOM
264200,R DE MELO NEVES CONEX - ME
264206,Mixconect Telecom
264209,LINKFORT TELECOM LTDA ME
264212,IMPACTO TELECOM
264214,Guaptel-Net Telecom
264227,Inove Comercio e Servicos de Telecomunicacoes
264228,Blink Telecom AS264228
264230,INTERSUL TELECOM COMUNICAÇÕES EIRELI ME
264233,WF -TELECOM SERVIOS DE TELECOMUNICAOES EIRELE ME
264234,GLOBAL SOLUCOES EM TECNOLOGIA E TELECOM LTDA-ME
264244,SPEED NET SERVIÇOS DE TELECOMUNICAÇOES
264246,Globaltech Telecomunicações e Informatica Ltda ME
264255,Interfibras Telecomunicações
264268,Teleturbo Telecomunicacoes
264278,MICROTELL (MELL).
264280,Eagle Redes de Telecomunicacoes Ltda
264283,Net Triangulo Telecom Ltda - ME
264285,iFoz Telecom
264293,Smart Solucoes em Telecomunicacoes
264297,CONECTJA TELECOMUNICACOES
264301,LNP SERVICOS DE TELECOMUNICACOES E INFORMATICA
264328,ECLIPSE TELECOM
264342,UPNET PROVEDOR DE ACESSO E TELECOM
264367,L&J REDES DE TELECOMUNICACAO E INFORMATICA
264387,OZONIO TELECOMUNICACOES LTDA
264397,SUPRANET TELECOM
264404,NETGOOL TELECOMUNICACOES
264439,OURINET TELECOM
264440,POINT TELECOM
264441,DELTA TELECOM
264444,LINKCE TELECOM
264463,MEGA REDES TELECOM
264473,POLOTEL TELECOM LOCAÇÃO E DES. DE. SITES
264483,RP Telecom
264490,ANDRA TELECOM
264500,SoulTelecom
264508,INET TELECOM E INFORMATICA LTDA
264516,A.M.A TELECOM
264519,BLUE TELECOMUNICACOES DO BRASIL LTDA
264520,Radioscan Telecom Com. De Compon. Eletr. Ltda-EPP
264524,Cunha e Zanato telecom
264526,ALPHANETT SERVIÇOS DE TELECOMUNICAÇÕES
264550,M H SAT SERVIÇOS EM TELECOMUNICAÇÕES
264552,Justweb Telecomunicações
264553,J da L Moraes Telecom ME
264562,Texnet Internet Fibra Óptica
264570,RIOTEL
264591,7 Sul Telecom
264592,ENLACE TELECOM
264599,SYNCONTEL TELECOMUNICAÇÕES LTDA
264605,TELEVIADUCTO
264621,BLUE SAT SERVICIOS ADMINISTRADOS DE TELECOMUNICACIONES SA
264625,SONYTELNET
264628,FIBEX TELECOM
264631,RED PARAGUAYA DE TELECOMUNICACIONES SA
264642,TELESISTEMA
264652,COOPERATIVA TELEFONICA VILLA ELOISA
264716,Red Television
264731,Corporacion Digitel AS264731
264750,TELEOPERADORA DEL NORDESTE
264765,VANET TELECOMUNICACIONES SRL
264770,KDMnet Telecom
264778,TotalCom Venezuela
264810,COOP DE PROV DE SERV PUBLICOS TELEFON VIVIENDA CONSUMO Y CREDITO DE EL HOYO
264825,TELEALFACOM
264827,WIRCOM TELECOMUNICACIONES
264862,TRIANGULO NET
264871,InterPop Telecomunicações Eireli
264897,SKYMAX TELECOMUNICAÇÕES
264909,BRConnect Telecomunicacoes LTDA
264911,Powernet Telecom AS264911
264913,GOOFIBER TELECOM
264915,BURITINET TELECOM
264933,NTi Telecomunicações LTDA.
264943,VIARAPIDA TELECOMUNICAÇÕES
264948,KONECTIVA TELECOM
264953,INTEGRATO TELECOMUNICAÇÕES LTDA - ME
264959,Torres Telecom
264963,LUMIAR TELECOMUNICAÇÔES
264974,TELECOM SCAE
264997,Direct Telecom
264998,SQUID TELECOM
265017,TUDO ALL TELECOM
265018,JS SERVIÇOS E TELECOMUNICAÇÕES
265019,NEX TELECOM
265027,Planet Sat Telecom
265032,IRANET TELECOM
265038,TELFO TELECOM
265041,Infotel Engenharia e Telecomunicações SCM
265050,S.O.S. TELECOM
265052,R N TELECOM
265053,SYS3 Telecom
265062,NETFORCE Telecom
265080,AD Telecom
265086,GUARATIBA TELECOM SERVICOS DE COMUNICACOES
265090,GS TELECOMUNICACOES LTDA
265093,PegaNet
265096,PRGNET SERVIÇOS DE TELECOMUNICAÇÕES
265100,FSI telecomunicacoes
265113,Sales Telecom e Informatica
265118,SKYNET Telecomunicacoes Eireli
265126,FLEETNET TELECOMUNICACOES
265131,GP4 TELECOM
265132,TELEMOS MULTIMIDIA LTDA
265144,MCD INFORMATICA E TELECOMUNICACOES
265157,MICROTELL (MELL)..
265158,ORBE TELECOM
265160,FULL TECH TELECOM
265166,SuperNetwork Telecom
265169,MEGA TELECON PROVEDOR DE INTERNET
265178,Fox Telecom Internet
265189,i i telecom
265197,Nevoli Telecom
265205,UnoNet Telecomunicações
265224,M. DANTAS E CIA
265225,ASN265225
265234,N-MULTIMIDIA TELECOMUNICACOES
265244,MFT Servicos de Internet Comercio e Telefonia Ltda
265249,WOW SERVICOS DE TELECOMUNICACOES
265261,Tely Banda Larga
265263,MULTI TELECOM E COMERCIO DE INFORMATICA EIRELI ME
265274,FIXA TELECOM
265298,GR TELECOMUNICAÇÕES LTDA ME
265300,Regional Telecom
265305,INTERMIRA INFORMATICA E TELECOMUNICAÇÕES LTDA-ME
265313,ANDERLINE TELECOMUNICACOES E MULTIMIDIA LTDA
265317,TRIXNET SERVIÇOS DE TELEINFORMATICA
265320,SATLINK TELECOM
265335,PLANETA NET TELECOM
265344,CURIO NET INFORMÁTICA E TELECOMUNICAÇÕES
265345,HUP TELECOM LTDA
265351,INFOARTES TELECOM LTDA
265355,L. T. SPECHT TELECOMUNICACOES ME
265358,Brasilnet Serviços E Telecomunicações Ltda-Me
265363,RV-NET TELECOM
265364,ITlink Telecom LTDA
265369,C-ComTelecom Servicos
265390,Topnet Telecom Serviços LTDA ME
265393,FIRENET SERVIÇOS DE TELECOMUNICAÇÕES LTDA
265398,nobre telecom
265401,INFOSYSTEM TELECOMUNICACOES E INFORMATICA EIRELLI
265406,Web River Telecom
265420,ANTONIO CARLOS ATELLA FERREIRA JUNIOR
265424,Horizontes Telecom
265440,Telnet Sistemas e Comunicações
265447,romaotelecom
265451,INFOLINK TELECOM
265460,LUP TELECOMUNICACOES LTDA
265472,ITA TELECOM
265475,INFOMENCK COMERCIO E SER. DE TELECOMUNICACAO
265477,GTBA TELECOM
265481,GM TELECOM E INFORMATICA LTDA ME
265483,JAPNET
265485,UP NET TELECOM
265491,Arp Telecom
265515,TELEVERA RED S. A. P. I. DE C.V.
265551,TELEVISION POR CABLE TEPA
265594,Television Internacional S.A. de C.V.
265629,FiberComm Telecomunicaciones
265637,AIQUEL EDUARDO RAUL (CABLE VISION SP)
265661,Fernando German Fischer (FIBERNET TELECOM)
265691,WI-NET TELECOM
265699,Hidalgo Mario Gabriel
265711,KOLVECH S.A. (TELECOMVAS)
265713,Cooperativa Telefónica Santa Maria Limitada
265759,VIVE TELECOM S.A.
265852,Carlos Paz Television Net
265855,LEGON TELECOMUNICACIONES
265858,NETDELSUR TELECOMUNICACIONES
265887,R W TELECOMUNICACOES
265890,GR SOLUCOES TELECOM
265892,Telbe
265905,NV7 TELECOM LTDA
265924,NOVARJ TELECOMUNICACOES E SERVICOS LTDA-ME
265931,ISP Conecta Telecom
265937,ALIANCANET TELECOM
265943,RCTelecom Telecomunicaoes
265949,INFO TELECOM INTERNET LTDA
265958,REAL TELECOM EIRELI ME - ME
265960,FNETCOM TELECOMUNICACAO E INFORMATICA LTDA
265972,Donini & Saldanha Telecomunicacoes
265973,R7 TELECOMUNICAÇÕES EIRELI ME
265974,PATH TELECOM AS265974
265975,INTEREDE TELECOM
265979,DATALIG TELECOM
265989,NETS TELECOMUNICACOES LTDA
266011,FABLINUXER CONNECT TELECOMUNICAÇÕES
266025,OPTICA TELECOM LTDA
266028,SMARTSEND TELECOM
266029,SBNET TELECOM
266030,W B DE ANDRADE TELECOMUNICAÇÕES E INFORMÁTICA
266034,Falou Telecom
266038,VN TELECOM PROVEDORES A.R.C EIRELI
266044,NICNET TELECOM LTDA.
266049,Rede.com Telecom
266051,BSB TIC SOLUCÕES LTDA - EPP
266080,CMA MULTIMIDIA TELECOMUNICACAOES
266103,AGILITY PATU
266113,FELTEN & QUADROS TELEFONIA E INTERNET LTDA
266114,TOTUS TELECOMUNICAÇÕES LTDA
266115,W Rodrigo de Jesus ME
266121,A.S.DOS SANTOS - TECNOLOGIA DA INFORMACAO
266136,R. P. DE B. ALVES SERVICOS E TELECOMUNICACOES
266139,ZENAIDE ALVES DE SOUZA OLIVEIRA E CIA LTDA - ME
266140,CMC Telecom EIRELI - ME
266142,Bahiadados Telecom
266148,MAIS FIBRA TELECOMUNICACAO LTDA
266160,Kater Telecomunicações
266178,C2M SERVIOS DE INFORMTICA E TELECOMUNICAES
266193,Mailbox INTERNET E TELECOMUNICAÇÕES LTDA
266200,EX2NET TELECOMUNICAÇOES - LTDA
266207,Onitel
266208,Allfiber Telecom Serviços de Telecomunicações
266213,INOVA FIBRA
266216,Brasil Like telecomunicações
266238,NETCANES TELECOM
266251,INFOWORLD TELECOMUNICAÇÕES LTDA
266272,JundFibra Telecomunicações
266274,NETWEST TELECOM
266275,JEFFERSON KAYAM DA ROCHA
266279,QUALITY TELECOM
266302,RENOVENET PROVEDOR INTERNET LTDA - ME
266303,PROVYNET TELECON LTDA ME
266312,NaveNet Telecom
266317,REVILINK TELECOM
266332,PRESTEL SERVICOS
266338,HDL SOLUCOES EM TECNOLOGIA
266346,ATIVA INTERNET
266351,SAIBERT TELECOM
266366,GIGA NET TELECOMUNICACOES
266371,R7R
266376,CYBERNET TELECOM SERVIÇOS DE INTERNET
266384,TURBONET ASSESSORIA E CONSULTORIA EM TELECOM LTDA
266385,TR Servicos de Telecomunicacoes
266386,BLUS TELECOM LTDA - EPP
266397,UNINET TELECOM E INFORMÁTICA - EIRELLI - ME
266399,NUDOZE TELECOMUNICACOES EIRELI
266423,CONNECTVY TELECOMUNICACOES
266427,CINTIA AUXILIADORA DE ALCANTARA BARBOSA - ME
266433,Super On Telecom
266434,MASTER DATA TELECOMUNICACOES
266436,NETCENTER TELECOM Porto Seguro
266441,LWNET COMERCIO E SERVICOS DE COMUNICACOES LTDA
266445,SEA TELECOM AS266445
266450,Tree tecnologia e telecom ltda
266454,EXPAND TV
266462,SW Telecomunicações e Informática Itu Ltda. - ME
266465,CLIKANET TELECOM
266466,Maxcabo Telecomunicações Ltda
266467,Guimaraes E Venâncio Telecomunicações Ltda-ME
266468,ACESSANET TELECON
266475,SEM FRONTEIRAS TELECOMUNICAÇÕES
266481,NET RIBAS TELECOMUNICACOES
266493,SN BANDA LARGA COMERCIO E TELECOMUNICACOES
266499,HC TELECOM PROVEDOR DE INTERNET
266500,ASN266500
266517,New Life Telecom Eireli EPP
266519,PROVERADIO COMERCIO E SERVIÇOS
266520,VOOB TELECOM
266522,Realnet Telecomunicacoes e Multimidia ltda
266524,ONBAHIA TELECOM
266539,LINQ TELECOMUNICAÇOES
266553,MEGA NETWORK TELECOM
266571,PROFIBER TELECOM LTDA
266583,TELXE DO BRASIL TELECOMUNICACOES LTDA
266592,LIFE INTERNET
266593,JASGAB TELECOM
266606,VSTNETFIBER TELECOM
266620,(VIPLANET) E D TELECOMUNICES
266624,CONEXAO VIP TELECOM
266636,REDE WORKS TELECOM
266643,NETFY TELECOMUNICACOES
266646,MEYER TELECOM
266672,SYSNOVELLTEL
266673,FLYTEC TELECOM SOCIEDAD ANONIMA
266698,INSITEL
266704,TELEVISION ORIENTADA S.A.
266722,AMITEL PERU TELECOMUNICACIONES SAC
266731,TELECOMUNICACIONES MAURICIO ANDRES KASENDRA LARENAS
266734,TELEVISION POR CABLE
266814,266814
266830,AP Telecom
266877,COLOMBIATEL TELECOMUNICACIONES
266911,VicNet Telecom
266920,Globofiber Telecom
266936,MT-TELECOM SUL
266961,Arias Telecomunicações
266964,INFOWAYNET TELECOM
266966,INTELINK COMUNICACAO
266983,XZoom Telecom
266987,Web - Link Telecomunicações e Engenharia
266992,Oliveira & Fernandes Telecomunicações
266995,Evox Telecom LTDA - ME
267031,DUNAS TELECOM
267032,DIGINETBRASIL TELECOMINICAÇOES LTDA ME
267033,serrasul telecom ltda
267038,M. V. MENEZES TELECOMUNICAÇÕES EIRELI - ME
267051,Nexus Fibra Telecomunicações LTDA
267055,N.C Sat Mais Veloz
267061,Microtec Telecomunicação Ltda - ME
267070,Fibranet Juiz de Fora Serviços de Telecomunicações
267073,L A P JUNIOR EIRELI - ME
267077,JACKSON DE S. SILVA - ME
267091,Veloce Telecom
267096,HELLO WEB TELECOMUNICACOES E SERVICOS
267121,Atplus Telecom
267123,MEGANET TELECON LTDA
267129,NET+ TELECOM
267159,LTNET Telecomunicacoes EIRELE ME
267162,LINKNET Telecom
267164,S & R Telecomunicações LTDA
267167,VIRTUALI SOLUÇOES EM TELECOMUNICAÇOES EIRELI
267186,L AGENOR DE MELO
267197,Camoa Telecom
267201,Fiber One Telecomunicações
267205,JOTAZO TELECOM
267224,LOGPLAY - Itelecom Solucoes Em Comunicacoes LTDA
267227,FLAT TELECOMUNICAÇÕES LTDA
267229,DG Telecom Serviços de Telecomunicações LTDA
267237,Elevalink
267241,GMAES TELECOM LTDA ME
267242,AMAZONIA TELECOMUNICACOES
267251,TELEFONARNET TELECOMUNICAÇÕES
267261,PROXER TELECOMUNICAÇÕES LTDA ME
267264,JrFiber Telecomunicações
267274,GBNET TELECOM
267281,GIGANET TELECOM LTDA-ME
267288,PONGAR TELECOM
267291,satynet telecom ltda -me
267311,MGNETT TELECOMUNICAÇÕES LTDA - ME
267329,YOUSER TELECOMUNICAÇÕES LTDA
267335,MUNDIAL TELECOMUNICACAO
267363,L E M INFORMATICA E INTERNET LTDA
267374,ICOS TELECOM LTDA - ME
267378,CWMC TELECOM
267386,P.j. Campos Perina - ME
267396,Rv Connect telecomunicações
267399,TOP 37 ESTACOES E REDES DE TELECOMUNICACOES
267419,VISUALNET TELECOM
267426,AQUI TELECOMUNICACOES
267428,LEX TELECOM
267429,GRAFNET TELECOM
267449,GLOBALNET TELECOMUNICAÇÕES
267452,CABONNET - R W TELECOMUNICACOES
267453,Neticabo Telecom Ltda - ME
267456,INOVANETCE TELECOM
267470,Caxias Online
267494,DNL NETWORK TELECOMUNICAÇÕES LTDA
267501,Equatorial Telecomunicações LTDA
267510,PROVEDOR CRNET TELECOM S.C. MULTIMIDIA EIRELI
267513,Seanet Telecom Carazinho
267517,AVIAnet Telecom
267522,GLOBAL BANDA LARGA SERVICOS DE TELECOMUNICACOES
267523,ARANTES & ARANTES TELECOM
267529,KNS DE PINHO TELECOMUNICACOES
267537,NETFLESH TELECOM E COM DE PROD DE INFORMAT LTDA-ME
267540,ITACELL TELECOM
267546,Goiás Conect
267551,DATACOM TELECOM
267552,Turbo Net Telecom LtdaME
267555,CONECT FIBER TELECOMUNICACOES LTDA - ME
267560,PC CONNECT TELECOMUNICACOES
267563,Ei Telecom
267564,FIBER TELECOM - TELECOMUNICAÇÃO DE DADOS
267568,R. C. F. ­ TELECOM
267583,MegaLink Telecom e Segurança Eletronica
267586,Tunins Telecom
267587,CLICK SPEED SERVICOS DE TELECOMUNICACOES
267601,S. D. PROVEDOR E INFORMATICA LTDA ME
267603,rp.netmania telecom eirele - me
267604,TELECOMUNICAÇÃO REACH
267611,TECHNO BYTES TELECOM
267612,UNIAO DIGITAL TELECOMUNICAÇÕES
267614,SIGAON SERVICOS TELECOMUNICACOES EIRELE
267618,ARPRONET TELECOMUNICACOES
267629,SGV TI E TELECOM
267633,DATANET TELECOMUNICAÇÕES E INFORMATICA LTDA
267638,Wind Telecomunicação do Brasil Ltda - ME
267641,DKTelecom
267645,VISION ON LINE TELECOM
267685,SIRIO TELECOMUNICACIONES
267693,PROYTEL CONNECTIONS C.A
267749,INVERSIONES TELCOTEL SAC
267783,QUALCOM TELESISTEMAS C.A.
267807,PSI TELECOMUNICACIONES DE COLOMBIA LTDA
267823,ATENEA TELECOMUNICACIONES
267831,INVERSIONES EN TELECOMUNICACIONES DIGITALES
267869,CABLE Y TELECOMUNICACIONES DE COLOMBIA S.A.S (CABLETELCO)
267929,GENIONET TELECOMUNICACIONES S.A.S
267933,IBI TELECOM  AS267933
267935,GV telecomunicações
267963,HAYAN TELECOM
267980,City Turbo Telecom
267994,ASN267994
268051,NEXFIBRA TELECOMUNICACOES LTDA
268055,LOKAL ONLINE TELECOM SERVICO DE TELECOMUNICACAO
268056,LEXCOM TELECOM
268069,SPACELINK
268097,i10 Telecom
268101,MIO TELECOM LTDA
268105,N.F.F.NETWORK SERVICOS DE TELECOMUNICACOES LTDA
268123,INOVA TELECOMUNICAÇÕES EIRELI
268131,MIX NET TELECOMUNICAÇÕES
268134,Topetex Telecom
268144,Grandella Telecomunicações e Construções Ltda
268145,IPV7 SERVICOS DE TELECOMUNICACOES BRASIL
268146,PKNET SERVICOS DE TELECOMUNICACOES LTDA
268148,AccessLink Telecom
268158,S.P. TELECOM LTDA
268166,POINT TELECOM SERVIÇOS LTDA
268177,D & B TELECOMUNICAÇÕES LTDA
268186,InterOuro Telecom
268195,LINK FLY TELECOM LTDA - ME
268197,AJR Fibervision Tecnologia e Telecom
268201,IGP Fibra
268207,RVT SERVICOS DE TELECOMUNICAÇÕES
268209,GISELA PEREIRA DOS SANTOS TELECOMUNICACOES-ME
268213,Full Telecom
268219,SDG TELECOM E SERVICOS
268221,Fiber Banda Larga Servicos e Telecomunicacoes
268229,VIA ONDAS TELECOMUNICACOES LTDA
268231,X-CELENTE TELECOM
268235,VLA TELECOMUNICACOES - AS268235
268238,Clicknet Telecom. Provedor de Internet LTDA
268246,ATIVA TELECOM LTDA
268251,STARFIBER INTERNET
268272,TBN TELECOMUNICACOES LTDA ME
268286,TECH PIGNATON TELECOM
268289,Audicom Telecom
268291,MI NET TELECOM
268300,Ativar Telecom
268305,T & I TELECOMUNICAÇÕES LTDA ME
268314,EWERTON DA SILVA LOPES TELECOMUNICAÇÕES
268317,CSTELECOM SERVICOS LTDA
268321,SM Passos Kayser Sistemas de Comunicações
268323,AZZA TELECOM
268324,Provecom
268329,ONLINE TELECOMUNICACOES LTDA
268330,LOUZEIRO & MORAIS
268336,A Fróes da Mota telecomunicaçoes
268350,R.R.COMUNICAÇÃO & MULTIMIDIA EIRELI
268352,Dendena Koerich e Vieira
268367,ITELFIBRA TELECOMUNICAÇÕES LTDA
268374,Telnet Servicos e Comércio em Informática Ltda.
268377,LOCALNET TELECOM
268383,RCSANTOS SERVICOS DE TELECOMINICAÇOES E
268413,ACENO TELECOMUNICACOES LTDA
268425,TURBOMAIS NETWORKS TELECOMUNICAÇÕES LTDA
268428,Client
268429,SISTELBRAS TELECOM
268437,Braxtel Telecom e Ti
268458,VIRTUAL NET TELECOM
268470,CONECTAR TELECOM BANDA LARGA LTDA
268476,Neofibra Telecom
268480,ALTA VELOCIDADE TELECOMUNICACOES LTDA
268494,TURBO NET TELECOMUNICAÇÃO
268502,Sinal do Ceu Telecom Comercio e Servicos
268505,Deep Telecom
268538,Conecta Network Telecom LTDA
268543,ASL Telecomunicações
268544,C ANDRE C SILVA
268556,RG Correa Telecomunicaçoes
268557,A B DA SILVA TELECOMUNICACOES
