JA4,User Agent
t13d181100_85036bcba153_d41ae481755e,Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; PerplexityBot/1.0; +https://*** |Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/91.0.4472.124 Safari/537.36|Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; PerplexityUser/1.0; +https://*** |Mozilla/5.0 Windows NT 10.0; Win64; x64|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/124.0.0.0 Safari/537.36
t13d181000_85036bcba153_d41ae481755e,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/94.0.4606.61 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/108.0.0.0 Safari/537.36
t13d1717h2_5b57614c22b0_e6dcd7ae0a9e,Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:143.0 Gecko/20100101 Firefox/143.0|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:144.0 Gecko/20100101 Firefox/144.0|Mozilla/5.0 X11; Linux x86_64; rv:142.0 Gecko/20100101 Firefox/142.0|Mozilla/5.0 X11; Linux x86_64; rv:140.0 Gecko/20100101 Firefox/140.0
t13d1717h2_5b57614c22b0_9717c7a1fafd,Mozilla/5.0 X11; Linux x86_64; rv:140.0 Gecko/20100101 Firefox/140.0
t13d1717h2_5b57614c22b0_3e9721a6796e,Mozilla/5.0 X11; Linux x86_64; rv:142.0 Gecko/20100101 Firefox/142.0|Mozilla/5.0 X11; Linux x86_64; rv:138.0 Gecko/20100101 Firefox/138.0
t13d1717h2_5b57614c22b0_3cbfd9057e0d,Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:143.0 Gecko/20100101 Firefox/143.0|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:144.0 Gecko/20100101 Firefox/144.0|Mozilla/5.0 X11; Linux x86_64; rv:142.0 Gecko/20100101 Firefox/142.0|Mozilla/5.0 X11; Linux x86_64; rv:140.0 Gecko/20100101 Firefox/140.0
t13d1716h2_5b57614c22b0_7bfe479b1697,Mozilla/5.0 X11; Linux x86_64; rv:140.0 Gecko/20100101 Firefox/140.0
t13d1715h2_5b57614c22b0_a54fffd0eb61,
t13d1715h2_5b57614c22b0_7121afd63204,Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:128.0 Gecko/20100101 Firefox/128.0
t13d1715h2_5b57614c22b0_5c2c66f702b0,Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:128.0 Gecko/20100101 Firefox/128.0|Mozilla/5.0 X11; Linux x86_64; rv:128.0 Gecko/20100101 Firefox/128.0
t13d1715h1_5b57614c22b0_e8ed158c4d85,axios/1.8.4
t13d1714h2_5b57614c22b0_3dd24b5ebec4,
t13d1714h1_5b57614c22b0_7baf387fc6ff,axios/1.8.4
t13d1713h2_5b57614c22b0_02c8e53ee398,Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; ChatGPTUser/1.0; +https://*** 
t13d1713h1_ab0a1bf427ad_ecd0401ec68b,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/140.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36
t13d1713h1_ab0a1bf427ad_8537cf56674e,pythonrequests/2.31.0|pythonrequests/2.32.5|pythonrequests/2.32.4
t13d1712h2_5b57614c22b0_ef7df7f74e48,Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; ChatGPTUser/1.0; +https://*** |Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; GPTBot/1.0; +https://*** 
t13d1712h2_5b57614c22b0_d5fe2c511efa,Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; ChatGPTUser/1.0; +https://*** |Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; GPTBot/1.0; +https://*** 
t13d1712h1_ab0a1bf427ad_8e6e362c5eac,Python/3.10 aiohttp/3.12.15|pythonhttpx/0.28.1|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/119.0.0.0 Safari/537.36
t13d1712h1_ab0a1bf427ad_882d495ac381,asnriskscorer/1.0|pythonrequests/2.32.4|pythonrequests/2.32.5|pythonrequests/2.32.3
t13d171200_ab0a1bf427ad_ecd0401ec68b,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/143.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/136.0.0.0 Safari/537.36|Mozilla/5.0|Python/3.14 aiohttp/3.13.2|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/133.0.0.0 Safari/537.36
t13d1711h2_5b57614c22b0_78e6aca7449b,Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; ChatGPTUser/1.0; +https://*** 
t13d170900_5b57614c22b0_78e6aca7449b,CustomAsyncHttpClient
t13d1615h2_46e7e9700bed_45f260be83e2,
t13d161100_1711a4c0508c_d41ae481755e,
t13d1610h2_926abbf9e651_4c1ab0552904,
t13d1517h2_8daaf6152771_b6f405a00624,Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/138.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko HeadlessChrome/138.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/142.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko HeadlessChrome/138.0.7204.23 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/140.0.0.0 Safari/537.36
t13d1517h2_8daaf6152771_b1ff8ab2d16f,
t13d1517h2_8daaf6152771_68c5a8c2958d,
t13d1517h2_8daaf6152771_5f478fd0dbfa,
t13d1517h1_8daaf6152771_b1ff8ab2d16f,
t13d1516h2_8daaf6152771_ea2cbcd64924,
t13d1516h2_8daaf6152771_e5627efa2ab1,Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko HeadlessChrome/111.0.5563.19 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/108.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/121.0.0.0 Safari/537.36
t13d1516h2_8daaf6152771_d8a2da3f94cd,Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko HeadlessChrome/136.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/138.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 11.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/134.0.6998.166 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko HeadlessChrome/138.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/146.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/141.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/144.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/145.0.0.0 Safari/537.36|Mozilla/5.0 iPhone; CPU iPhone OS 14_4 like Mac OS X AppleWebKit/605.1.15 KHTML like Gecko Version/15.4 Mobile/15E148 Safari/604.1|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:143.0 Gecko/20100101 Firefox/143.0|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko HeadlessChrome/138.0.7204.23 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/136.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/143.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/142.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/143.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/142.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko HeadlessChrome/140.0.7339.16 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/138.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/137.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/145.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/139.0.0.0 Safari/537.36
t13d1516h2_8daaf6152771_02713d6af862,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/138.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/124.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/124.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/117.0.5938.132 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/125.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Gohttpclient/2.0|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/104.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/125.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko HeadlessChrome/125.0.6422.60 Safari/537.36
t13d1516h1_8daaf6152771_d8a2da3f94cd,Gohttpclient/1.1
t13d1516h1_8daaf6152771_1a63afa7c478,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/123.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/119.0.0.0 Safari/537.36
t13d1516h1_8daaf6152771_02713d6af862,
t13d1515h2_8daaf6152771_de4a06bb82e3,Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko HeadlessChrome/89.0.4389.90 Safari/537.36
t13d1515h2_8daaf6152771_4769d65a485e,okhttp/4.9.2
t13d1515h2_8daaf6152771_02713d6af862,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36
t13d1515h1_8daaf6152771_de4a06bb82e3,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/99.0.4844.51 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/116.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/100.0.4896.75 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/110.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/104.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/107.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/101.0.4951.67 Safari/537.36
t13d1515h1_8daaf6152771_0a20fe35d3a5,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/123.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/143.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/124.0.0.0 Safari/537.36|Mozilla/5.0 compatible; archive.org_bot +http://*** Zeno/a07610d warc/v0.8.85|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/136.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/119.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/133.0.0.0 Safari/537.36
t13d1514h2_8daaf6152771_fddc3888abdf,Mozilla/5.0 compatible; ImagesiftBot; +imagesift.com
t13d1514h2_8daaf6152771_fadfdae04b4e,okhttp/4.9.2
t13d1514h2_8daaf6152771_a5b99884f7f5,okhttp/5.3.0|okhttp/4.9.2
t13d1514h2_8daaf6152771_827b515c4f52,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/138.0.0.0 Safari/537.36
t13d1514h2_8daaf6152771_7bdcd1fc0afb,Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:144.0 Gecko/20100101 Firefox/144.0
t13d1514h1_8daaf6152771_8550a2e151dd,AliyunSecBot/Aliyun AliyunSecBot@service.alibaba.com
t13d1513h2_8daaf6152771_eca864cca44a,okhttp/4.9.2
t13d1513h2_8daaf6152771_0c2151eeb530,CCBot/2.0 https://*** |Mozilla/5.0 compatible; ImagesiftBot; +imagesift.com
t13d1513h1_8daaf6152771_246833c5720e,AliyunSecBot/Aliyun AliyunSecBot@service.alibaba.com
t13d1511h2_8daaf6152771_b9003e5c3fb3,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/143.0.0.0 Safari/537.36
t13d1510h2_8daaf6152771_560390466015,
t13d150900_8daaf6152771_ae90e84c6506,
t13d1412h2_e33ad33b3d25_6b314db333b6,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/143.0.0.0 Safari/537.36|curl/8.4.0|Gohttpclient/1.1|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/146.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/144.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/145.0.0.0 Safari/537.36
t13d1411h2_e33ad33b3d25_c0d2cbf83baa,Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com
t13d1411h2_cbb2034c60b8_e7c285222651,Mozilla/5.0 compatible; CMSChecker/1.0; +https://*** |Mozilla/5.0 Macintosh; Intel Mac OS X 10_10_1 AppleWebKit/537.36 KHTML like Gecko Chrome/39.0.2171.95 Safari/537.36|Gohttpclient/2.0|Mozilla/5.0
t13d141100_cbb2034c60b8_e5728521abd4,Gohttpclient/1.1
t13d1410h2_f98f5dc5c741_4c1ab0552904,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/145.0.0.0 Safari/537.36
t13d141000_cbb2034c60b8_e7c285222651,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36|Mozilla/5.0 AppleWebKit/537.36 KHTML like Gecko; compatible; ChatGPTUser/1.0; +https://*** |Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:121.0 Gecko/20100101 Firefox/121.0|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko HeadlessChrome/138.0.0.0 Safari/537.36|Gohttpclient/1.1|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/90.0.4430.212 Safari/537.36|Mozilla/5.0
t13d140900_cbb2034c60b8_e7c285222651,Gohttpclient/1.1
t13d1314h2_f57a46bbacb6_e42f34c56612,
t13d1314h2_f57a46bbacb6_1bd98dace775,
t13d131400_f57a46bbacb6_47d1ff9c9a84,Gohttpclient/1.1
t13d1313h2_f57a46bbacb6_9249cab70c77,Gohttpclient/2.0
t13d131300_f57a46bbacb6_fb48f8b98a29,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36
t13d131300_f57a46bbacb6_1bd98dace775,Mozilla/5.0 l9scan/2.0.832323e2332323e27343e28373; +https://*** |Gohttpclient/1.1
t13d1312h2_f57a46bbacb6_e5728521abd4,Gohttpclient/2.0
t13d1312h2_f57a46bbacb6_ab7e3b40a677,curl/8.7.1|Mozilla/5.0 compatible; InternetMeasurement/1.0; +https://*** |axios/1.8.4|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/91.0.4472.124 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/91.0.4472.124 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/91.0.4472.124 Safari/537.36|Gohttpclient/2.0|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36|Mozilla/5.0 compatible; Googlebot/2.1; +http://*** |Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/145.0.0.0 Safari/537.36|Mozilla/5.0
t13d1312h2_00f390d99b96_8e6e362c5eac,
t13d1312h1_f57a46bbacb6_ab7e3b40a677,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/147.0.0.0 Safari/537.36
t13d131200_f57a46bbacb6_1bd98dace775,Mozilla/5.0 l9scan/2.0.832323e2332323e27343e28373; +https://*** 
t13d1311h2_f57a46bbacb6_e7c285222651,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/121.0.0.0 Safari/537.36|Mozilla/5.0 Linux; Android 10; K AppleWebKit/537.36 KHTML like Gecko Chrome/122.0.0.0 Safari/537.36|Mozilla/5.0 compatible; InternetMeasurement/1.0; +https://*** |Mozilla/5.0 X11; Linux x86_64; rv:123.0 Gecko/20100101 Firefox/123.0|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/92.0.4515.107 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/91.0.4472.124 Safari/537.36|Gohttpclient/2.0|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0
t13d1311h1_f57a46bbacb6_e7c285222651,Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/58.0.3029.110 Safari/537.3
t13d131100_f57a46bbacb6_e5728521abd4,Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/137.0.0.0 Safari/537.36|Mozilla/5.0 iPhone; CPU iPhone OS 13_2_3 like Mac OS X AppleWebKit/605.1.15 KHTML like Gecko Version/13.0.3 Mobile/15E148 Safari/604.1|Gohttpclient/1.1|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/131.0.0.0 Safari/537.36
t13d131100_f57a46bbacb6_ab7e3b40a677,Mozilla/5.0 Windows NT 11.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/134.0.6998.166 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:126.0 Gecko/20100101 Firefox/126.0|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/124.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/145.0.0.0 Safari/537.36|Mozilla/5.0 X11; Linux x86_64 AppleWebKit/537.36 KHTML like Gecko Chrome/125.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/137.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/141.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/605.1.15 KHTML like Gecko Version/17.4 Safari/605.1.15|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:127.0 Gecko/20100101 Firefox/127.0|Mozilla/5.0 Windows NT 10.0; Win64; x64; rv:123.0 Gecko/20100101 Firefox/123.0|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/126.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/122.0.0.0 Safari/537.36|Gohttpclient/1.1|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/123.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/124.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/91.0.4472.124 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/125.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/125.0.0.0 Safari/537.36|Mozilla/5.0 Macintosh; Intel Mac OS X 10_15_7 AppleWebKit/537.36 KHTML like Gecko Chrome/120.0.0.0 Safari/537.36|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/60.0.3112.113 Safari/537.36 Assetnote/1.0.0|Mozilla/5.0 Windows NT 10.0; Win64; x64 AppleWebKit/537.36 KHTML like Gecko Chrome/124.0.0.0 Safari/537.36|Mozilla/5.0
t13d1310h2_f57a46bbacb6_e7c285222651,Gohttpclient/2.0
